showdate,movieid,name,daily_boxoffice,daily_boxoffice_y,show_rate,show_rate_y,total_box_y,type_today,type_yesterday,cartoon,release_day,real_time_box_office
2016/1/1,247300,唐人街探案,11428.8,9202.11,28.19,28.8,25949.9,2.221493022,0.927358982,0,2,3169.6
2016/1/1,246211,老炮儿,8607.15,6512.3,17.8,19.4,25949.9,2.221493022,0.927358982,0,9,2679.3
2016/1/1,342758,一念天堂,2176.32,3136.6,13.05,20.4,25949.9,2.221493022,0.927358982,0,2,590.7
2016/1/1,78701,寻龙诀,7337.9,5012.18,12.76,15.2,25949.9,2.221493022,0.927358982,0,15,1592.6
2016/1/1,246581,恶棍天使,1652.06,1602.81,5.94,10.8,25949.9,2.221493022,0.927358982,0,9,392
2016/1/1,336731,索命暹罗之按摩师,36.44,79.97,0.83,1.4,25949.9,2.221493022,0.927358982,0,2,16.7
2016/1/1,344687,分手再说我爱你,73.52,71.07,0.29,0.4,25949.9,2.221493022,0.927358982,0,9,20.2
2016/1/1,248213,万万没想到,31.23,37.29,0.24,0.8,25949.9,2.221493022,0.927358982,0,15,7.8
2016/1/1,342109,咕噜咕噜美人鱼,21.51,23.68,0.22,0.3,25949.9,2.221493022,0.927358982,0,21,7.6
2016/1/1,343767,诡娃娃,13.44,18.58,0.11,0.2,25949.9,2.221493022,0.927358982,0,15,2.2
2016/1/2,247300,唐人街探案,9861.66,11428.8,27.03,27.3,35095.9,0.9727005,2.221493022,0,3,1856.8
2016/1/2,246211,老炮儿,8555.93,8607.15,20.97,17.8,35095.9,0.9727005,2.221493022,0,10,2916.8
2016/1/2,78701,寻龙诀,6630.57,7337.9,15.59,13.2,35095.9,0.9727005,2.221493022,0,16,1552.1
2016/1/2,247899,小门神,2034.38,2809.29,12.02,11.4,35095.9,0.9727005,2.221493022,0,2,909.4
2016/1/2,342758,一念天堂,1338.39,2176.32,9.24,12.6,35095.9,0.9727005,2.221493022,0,3,360.4
2016/1/2,246581,恶棍天使,1368.18,1652.06,6.85,6.8,35095.9,0.9727005,2.221493022,0,10,347.3
2016/1/2,341056,一切都好,495.74,843.83,5.56,7.5,35095.9,0.9727005,2.221493022,0,2,309.2
2016/1/2,336731,索命暹罗之按摩师,27.58,36.44,0.82,0.8,35095.9,0.9727005,2.221493022,0,3,13.1
2016/1/2,344687,分手再说我爱你,70.38,73.52,0.33,0.3,35095.9,0.9727005,2.221493022,0,10,21.2
2016/1/2,344992,皇帝的新装之圣诞大明星,11.86,21.14,0.31,0.5,35095.9,0.9727005,2.221493022,0,2,4.6
2016/1/2,248213,万万没想到,27.88,31.23,0.3,0.4,35095.9,0.9727005,2.221493022,0,16,8.1
2016/1/2,342109,咕噜咕噜美人鱼,23.48,21.51,0.28,0.3,35095.9,0.9727005,2.221493022,0,22,15.4
2016/1/2,343767,诡娃娃,7.55,13.44,0.12,0.1,35095.9,0.9727005,2.221493022,0,16,4.1
2016/1/3,247300,唐人街探案,7339.75,9861.66,27.27,26.2,30487.2,0.741198982,0.9727005,0,4,1568.6
2016/1/3,246211,老炮儿,5444.95,8555.93,21.41,20.5,30487.2,0.741198982,0.9727005,0,11,1553.3
2016/1/3,78701,寻龙诀,4127.91,6630.57,16.58,15.7,30487.2,0.741198982,0.9727005,0,17,1143.8
2016/1/3,247899,小门神,1387.97,2034.38,11.64,11.8,30487.2,0.741198982,0.9727005,0,3,548.2
2016/1/3,342758,一念天堂,797.25,1338.39,8.09,9.3,30487.2,0.741198982,0.9727005,0,4,531.7
2016/1/3,246581,恶棍天使,860.56,1368.18,7.24,7.6,30487.2,0.741198982,0.9727005,0,11,250
2016/1/3,341056,一切都好,465.61,495.74,4.71,5.4,30487.2,0.741198982,0.9727005,0,3,228.5
2016/1/3,336731,索命暹罗之按摩师,18.59,27.58,0.82,0.8,30487.2,0.741198982,0.9727005,0,4,8
2016/1/3,344687,分手再说我爱你,47.14,70.38,0.35,0.3,30487.2,0.741198982,0.9727005,0,11,15.7
2016/1/3,248213,万万没想到,18.5,27.88,0.32,0.4,30487.2,0.741198982,0.9727005,0,17,7.9
2016/1/3,342109,咕噜咕噜美人鱼,19.27,23.48,0.28,0.3,30487.2,0.741198982,0.9727005,0,23,13.5
2016/1/3,344992,皇帝的新装之圣诞大明星,8.49,11.86,0.28,0.4,30487.2,0.741198982,0.9727005,0,3,3.8
2016/1/3,343767,诡娃娃,7.9,7.55,0.12,0.2,30487.2,0.741198982,0.9727005,0,17,1.9
2016/1/4,247300,唐人街探案,3302.88,7339.75,23.74,26.6,20658.9,0.361825673,0.741198982,0,5,495.4
2016/1/4,246211,老炮儿,2177.35,5444.95,18.99,20.9,20658.9,0.361825673,0.741198982,0,12,398.9
2016/1/4,78701,寻龙诀,1477.74,4127.91,14.6,16.6,20658.9,0.361825673,0.741198982,0,18,343.9
2016/1/4,342758,一念天堂,182.63,797.25,5.49,8.2,20658.9,0.361825673,0.741198982,0,5,112.9
2016/1/4,246581,恶棍天使,227.73,860.56,5.14,7.9,20658.9,0.361825673,0.741198982,0,12,66.6
2016/1/4,247899,小门神,83.26,1387.97,3.72,11.4,20658.9,0.361825673,0.741198982,0,4,47.5
2016/1/4,341056,一切都好,24.08,465.61,2.2,4.7,20658.9,0.361825673,0.741198982,0,4,16.3
2016/1/4,336731,索命暹罗之按摩师,12.39,18.59,0.82,0.9,20658.9,0.361825673,0.741198982,0,5,4.1
2016/1/4,344687,分手再说我爱你,23.4,47.14,0.27,0.3,20658.9,0.361825673,0.741198982,0,12,5
2016/1/4,343767,诡娃娃,13.96,7.9,0.14,0.2,20658.9,0.361825673,0.741198982,0,18,2.1
2016/1/5,343761,神探夏洛克,2489.75,3469.15,27.14,23.8,11010.6,0.927358982,0.361825673,0,2,831.8
2016/1/5,247300,唐人街探案,3130.5,3302.88,23.76,23.3,11010.6,0.927358982,0.361825673,0,6,465.5
2016/1/5,246211,老炮儿,1942.91,2177.35,18.34,18.5,11010.6,0.927358982,0.361825673,0,13,376.5
2016/1/5,78701,寻龙诀,1369.01,1477.74,14.26,14.6,11010.6,0.927358982,0.361825673,0,19,327.5
2016/1/5,246581,恶棍天使,214.11,227.73,5.06,5.8,11010.6,0.927358982,0.361825673,0,13,45.2
2016/1/5,342758,一念天堂,139.98,182.63,4.45,5.5,11010.6,0.927358982,0.361825673,0,6,42.3
2016/1/5,247899,小门神,77.45,83.26,3.07,3.7,11010.6,0.927358982,0.361825673,0,5,27.5
2016/1/5,341056,一切都好,19.74,24.08,1.65,2.1,11010.6,0.927358982,0.361825673,0,5,12.3
2016/1/5,336731,索命暹罗之按摩师,13.13,12.39,0.87,0.9,11010.6,0.927358982,0.361825673,0,6,3
2016/1/5,344687,分手再说我爱你,21.98,23.4,0.3,0.3,11010.6,0.927358982,0.361825673,0,13,5.6
2016/1/5,343767,诡娃娃,22.46,13.96,0.22,0.2,11010.6,0.927358982,0.361825673,0,19,2.1
2016/1/7,343761,神探夏洛克,1421.22,1822.31,25.17,25.6,8231.6,0.927358982,0.927358982,0,4,414.9
2016/1/7,247300,唐人街探案,2728.92,2915.02,24.97,24.1,8231.6,0.927358982,0.927358982,0,8,404.6
2016/1/7,246211,老炮儿,1800.11,1760.45,18.39,18.3,8231.6,0.927358982,0.927358982,0,15,303.2
2016/1/7,78701,寻龙诀,1190.61,1254.71,14.26,14.5,8231.6,0.927358982,0.927358982,0,21,291.2
2016/1/7,246581,恶棍天使,174.64,191.18,4.82,5.7,8231.6,0.927358982,0.927358982,0,15,37.4
2016/1/7,342758,一念天堂,107.71,134.07,3.49,4.4,8231.6,0.927358982,0.927358982,0,8,31.5
2016/1/7,247899,小门神,70.43,74.2,2.66,3,8231.6,0.927358982,0.927358982,0,7,22.9
2016/1/7,341056,一切都好,13.06,13.75,0.9,1.4,8231.6,0.927358982,0.927358982,0,7,6.4
2016/1/7,336731,索命暹罗之按摩师,9.57,14.09,0.7,1,8231.6,0.927358982,0.927358982,0,8,2.3
2016/1/7,344687,分手再说我爱你,20.87,22.48,0.32,0.3,8231.6,0.927358982,0.927358982,0,15,3.9
2016/1/8,247300,唐人街探案,3408.71,2728.92,25.01,24.6,7636.2,1.222866053,0.927358982,0,9,524.2
2016/1/8,343761,神探夏洛克,1926.1,1421.22,23.19,23.8,7636.2,1.222866053,0.927358982,0,5,533.4
2016/1/8,246211,老炮儿,2203.67,1800.11,18.24,18.3,7636.2,1.222866053,0.927358982,0,16,392.7
2016/1/8,78701,寻龙诀,1549.88,1190.61,13.9,14.4,7636.2,1.222866053,0.927358982,0,22,336.4
2016/1/8,246581,恶棍天使,194.15,174.64,4.46,5.4,7636.2,1.222866053,0.927358982,0,16,36.9
2016/1/8,342758,一念天堂,114.69,107.71,3.07,3.8,7636.2,1.222866053,0.927358982,0,9,30.6
2016/1/8,247899,小门神,127.5,70.43,3.06,2.8,7636.2,1.222866053,0.927358982,0,8,31.9
2016/1/8,337511,舌尖上的新年,36.57,40.52,2.14,2.7,7636.2,1.222866053,0.927358982,0,2,71.7
2016/1/8,344005,荒村怨灵,73.26,29.31,1.73,0.8,7636.2,1.222866053,0.927358982,0,2,15.7
2016/1/8,341056,一切都好,12.4,13.06,0.74,1,7636.2,1.222866053,0.927358982,0,8,5.4
2016/1/8,336731,索命暹罗之按摩师,7.59,9.57,0.41,0.8,7636.2,1.222866053,0.927358982,0,9,3.2
2016/1/8,344687,分手再说我爱你,24.86,20.87,0.33,0.3,7636.2,1.222866053,0.927358982,0,16,4.5
2016/1/9,247300,唐人街探案,2775.51,3408.71,12.63,24.5,11310.2,1.735552241,1.222866053,0,10,517.5
2016/1/9,246211,老炮儿,1568.4,2203.67,8.24,18,11310.2,1.735552241,1.222866053,0,17,401.3
2016/1/9,343761,神探夏洛克,1325.69,1926.1,8.14,21.9,11310.2,1.735552241,1.222866053,0,6,485.6
2016/1/9,78701,寻龙诀,746.25,1549.88,4.37,14,11310.2,1.735552241,1.222866053,0,23,167.4
2016/1/9,247899,小门神,202.45,127.5,3.17,3.2,11310.2,1.735552241,1.222866053,1,9,72.6
2016/1/9,344005,荒村怨灵,51.62,73.26,1.18,2,11310.2,1.735552241,1.222866053,0,3,6.8
2016/1/9,246581,恶棍天使,68.62,194.15,1.07,5.1,11310.2,1.735552241,1.222866053,0,17,13.8
2016/1/9,337511,舌尖上的新年,25.59,36.57,0.55,2,11310.2,1.735552241,1.222866053,0,3,36.2
2016/1/9,342758,一念天堂,21.35,114.69,0.44,3.3,11310.2,1.735552241,1.222866053,0,10,7.7
2016/1/9,344687,分手再说我爱你,11.47,24.86,0.11,0.3,11310.2,1.735552241,1.222866053,0,17,3.4
2016/1/10,78536,星球大战：原力觉醒,13585.3,19632.4,50.85,50.9,27691.7,0.806458868,1.735552241,0,2,4262
2016/1/10,247300,唐人街探案,2684.12,2775.51,13.48,12.8,27691.7,0.806458868,1.735552241,0,11,486.5
2016/1/10,246211,老炮儿,1472.63,1568.4,8.8,8.4,27691.7,0.806458868,1.735552241,0,18,354.2
2016/1/10,343761,神探夏洛克,1042.98,1325.69,8.29,7.9,27691.7,0.806458868,1.735552241,0,7,367.4
2016/1/10,78701,寻龙诀,737.18,746.25,4.76,4.8,27691.7,0.806458868,1.735552241,0,24,189.5
2016/1/10,247899,小门神,208,202.45,3,3.3,27691.7,0.806458868,1.735552241,0,10,74.4
2016/1/10,344005,荒村怨灵,34.02,51.62,1.18,1.3,27691.7,0.806458868,1.735552241,0,4,7.6
2016/1/10,246581,恶棍天使,61.51,68.62,1.06,1.4,27691.7,0.806458868,1.735552241,0,18,11.1
2016/1/10,337511,舌尖上的新年,24.79,25.59,0.49,0.5,27691.7,0.806458868,1.735552241,0,4,32.8
2016/1/10,342758,一念天堂,19.56,21.35,0.41,0.6,27691.7,0.806458868,1.735552241,0,11,4.7
2016/1/10,342109,咕噜咕噜美人鱼,7.46,6.87,0.2,0.2,27691.7,0.806458868,1.735552241,0,30,2.9
2016/1/10,344687,分手再说我爱你,11.46,11.47,0.12,0.1,27691.7,0.806458868,1.735552241,0,18,3.3
2016/1/11,78536,星球大战：原力觉醒,4852.95,13585.3,49.19,49.1,21276.2,0.401503616,0.806458868,0,3,1291.3
2016/1/11,247300,唐人街探案,1531.17,2684.12,16.56,13.7,21276.2,0.401503616,0.806458868,0,12,213.1
2016/1/11,246211,老炮儿,826.82,1472.63,11.12,8.9,21276.2,0.401503616,0.806458868,0,19,152.5
2016/1/11,343761,神探夏洛克,383.03,1042.98,10.11,8,21276.2,0.401503616,0.806458868,0,8,114.4
2016/1/11,78701,寻龙诀,404.84,737.18,6.45,5.2,21276.2,0.401503616,0.806458868,0,25,101.6
2016/1/11,247899,小门神,30.64,208,1.62,3.2,21276.2,0.401503616,0.806458868,-1,11,15.1
2016/1/11,344005,荒村怨灵,32.79,34.02,1.51,1.3,21276.2,0.401503616,0.806458868,0,5,6.9
2016/1/11,246581,恶棍天使,38.57,61.51,1.33,1.5,21276.2,0.401503616,0.806458868,0,19,8.5
2016/1/11,342758,一念天堂,13.12,19.56,0.56,0.6,21276.2,0.401503616,0.806458868,0,12,5.4
2016/1/11,337511,舌尖上的新年,8.62,24.79,0.47,0.5,21276.2,0.401503616,0.806458868,0,5,10.8
2016/1/13,78536,星球大战：原力觉醒,3376.96,4023,45.09,45.4,7338.5,0.927358982,0.927358982,0,5,976
2016/1/13,247300,唐人街探案,1491.76,1525.1,18.54,17.7,7338.5,0.927358982,0.927358982,0,14,213
2016/1/13,246211,老炮儿,783.76,820.16,12.49,11.9,7338.5,0.927358982,0.927358982,0,21,130.6
2016/1/13,343761,神探夏洛克,365.54,364.05,9.68,9.5,7338.5,0.927358982,0.927358982,0,10,109.7
2016/1/13,78701,寻龙诀,417.6,424.88,7.48,7.5,7338.5,0.927358982,0.927358982,0,27,94
2016/1/13,247899,小门神,31.78,31.09,1.63,1.8,7338.5,0.927358982,0.927358982,0,13,14.1
2016/1/13,344005,荒村怨灵,29.57,32.5,1.53,1.7,7338.5,0.927358982,0.927358982,0,7,4.8
2016/1/13,246581,恶棍天使,38.72,37.87,1.43,1.8,7338.5,0.927358982,0.927358982,0,21,9.2
2016/1/13,342758,一念天堂,14,12.96,0.57,0.7,7338.5,0.927358982,0.927358982,0,14,7.2
2016/1/13,337511,舌尖上的新年,5.7,5.77,0.44,0.5,7338.5,0.927358982,0.927358982,0,7,9.9
2016/1/13,344687,分手再说我爱你,8.5,7.13,0.17,0.2,7338.5,0.927358982,0.927358982,0,21,2.2
2016/1/14,78536,星球大战：原力觉醒,3013.35,3376.96,36.22,43.8,6591.4,0.927358982,0.927358982,0,6,917.5
2016/1/14,247300,唐人街探案,1347.05,1491.76,16.09,18.4,6591.4,0.927358982,0.927358982,0,15,204.7
2016/1/14,246211,老炮儿,694.92,783.76,10.04,12.5,6591.4,0.927358982,0.927358982,0,22,130.1
2016/1/14,343761,神探夏洛克,282.56,365.54,6.11,9.3,6591.4,0.927358982,0.927358982,0,11,88.7
2016/1/14,78701,寻龙诀,363.75,417.6,6,7.8,6591.4,0.927358982,0.927358982,0,28,76.3
2016/1/14,247899,小门神,30.23,31.78,1.24,1.8,6591.4,0.927358982,0.927358982,0,14,13.1
2016/1/14,344005,荒村怨灵,19.41,29.57,1.1,1.7,6591.4,0.927358982,0.927358982,0,8,4.2
2016/1/14,246581,恶棍天使,27.71,38.72,0.89,1.9,6591.4,0.927358982,0.927358982,0,22,5.9
2016/1/14,342758,一念天堂,8.67,14,0.3,0.7,6591.4,0.927358982,0.927358982,0,15,1.7
2016/1/15,78536,星球大战：原力觉醒,3599.68,3013.35,20.66,35.4,7259.8,1.222866053,0.927358982,0,7,972.2
2016/1/15,334747,通灵神探,591.55,1380.95,8.89,19.9,7259.8,1.222866053,0.927358982,0,2,252.8
2016/1/15,247300,唐人街探案,804.4,1347.05,5.36,16.1,7259.8,1.222866053,0.927358982,0,16,131.6
2016/1/15,246211,老炮儿,332.05,694.92,2.51,10.1,7259.8,1.222866053,0.927358982,0,23,74.2
2016/1/15,78701,寻龙诀,144.57,363.75,1.23,6.2,7259.8,1.222866053,0.927358982,0,29,26.9
2016/1/15,343761,神探夏洛克,114.38,282.56,0.74,5.9,7259.8,1.222866053,0.927358982,0,12,39.4
2016/1/15,247899,小门神,16.75,30.23,0.27,1.4,7259.8,1.222866053,0.927358982,0,15,11.2
2016/1/16,342871,极限挑战之皇家宝藏,2884.96,2860.91,19.54,21.6,12858.8,1.735552241,1.222866053,0,2,776.7
2016/1/16,78536,星球大战：原力觉醒,5625.79,3599.68,18.23,20.2,12858.8,1.735552241,1.222866053,0,8,1361.8
2016/1/16,248835,消失爱人,1212.21,1846.01,13.76,15.7,12858.8,1.735552241,1.222866053,0,2,408.4
2016/1/16,247401,最后的巫师猎人,2332.79,1786.71,12.98,13.9,12858.8,1.735552241,1.222866053,0,2,475.1
2016/1/16,334747,通灵神探,573.99,591.55,6.28,8.6,12858.8,1.735552241,1.222866053,0,3,249.1
2016/1/16,247300,唐人街探案,1198.16,804.4,4.5,5.5,12858.8,1.735552241,1.222866053,0,17,229.4
2016/1/16,246211,老炮儿,529.94,332.05,2.15,2.6,12858.8,1.735552241,1.222866053,0,24,122.7
2016/1/16,78701,寻龙诀,272.84,144.57,1.15,1.5,12858.8,1.735552241,1.222866053,0,30,50.3
2016/1/16,337118,恋爱教父之三个“坏”家伙,14.14,24.35,0.78,1.9,12858.8,1.735552241,1.222866053,0,2,85.9
2016/1/16,343761,神探夏洛克,184.46,114.38,0.6,0.8,12858.8,1.735552241,1.222866053,0,13,59.7
2016/1/16,344005,荒村怨灵,15.16,8.71,0.47,0.6,12858.8,1.735552241,1.222866053,0,10,4.2
2016/1/16,247899,小门神,11.96,16.75,0.14,0.4,12858.8,1.735552241,1.222866053,1,16,5.4
2016/1/16,246581,恶棍天使,6.15,5.97,0.1,0.3,12858.8,1.735552241,1.222866053,0,24,3.1
2016/1/17,341750,熊出没之熊心归来,4333.06,5668.16,21.24,18.9,20687,0.806458868,1.735552241,0,2,1567.6
2016/1/17,78536,星球大战：原力觉醒,4184.67,5625.79,17.96,18,20687,0.806458868,1.735552241,0,9,1118.2
2016/1/17,342871,极限挑战之皇家宝藏,2001.06,2884.96,17.66,18.9,20687,0.806458868,1.735552241,0,3,550.1
2016/1/17,247401,最后的巫师猎人,2072.2,2332.79,13.73,13.1,20687,0.806458868,1.735552241,0,3,371.5
2016/1/17,248835,消失爱人,996.42,1212.21,11.67,12.9,20687,0.806458868,1.735552241,0,3,269.9
2016/1/17,334747,通灵神探,363.75,573.99,5.47,6.1,20687,0.806458868,1.735552241,0,4,149.8
2016/1/17,247300,唐人街探案,1178.22,1198.16,5.42,4.8,20687,0.806458868,1.735552241,0,18,225.4
2016/1/17,246211,老炮儿,515.06,529.94,2.63,2.3,20687,0.806458868,1.735552241,0,25,122
2016/1/17,78701,寻龙诀,274.45,272.84,1.47,1.4,20687,0.806458868,1.735552241,0,31,67.4
2016/1/17,343761,神探夏洛克,170.28,184.46,0.72,0.7,20687,0.806458868,1.735552241,0,14,59
2016/1/17,337118,恋爱教父之三个“坏”家伙,11.45,14.14,0.66,0.9,20687,0.806458868,1.735552241,0,3,55.8
2016/1/17,344005,荒村怨灵,13.99,15.16,0.5,0.6,20687,0.806458868,1.735552241,0,11,5
2016/1/17,247899,小门神,9.84,11.96,0.14,0.2,20687,0.806458868,1.735552241,0,17,5.2
2016/1/18,78536,星球大战：原力觉醒,1622.26,4184.67,19.81,17.8,16279.4,0.401503616,0.806458868,0,10,542.8
2016/1/18,342871,极限挑战之皇家宝藏,907.12,2001.06,17.31,17.3,16279.4,0.401503616,0.806458868,0,4,234.8
2016/1/18,247401,最后的巫师猎人,1179.54,2072.2,16.11,13.8,16279.4,0.401503616,0.806458868,0,4,196.7
2016/1/18,341750,熊出没之熊心归来,979.02,4333.06,14.16,21,16279.4,0.401503616,0.806458868,-1,3,261.3
2016/1/18,248835,消失爱人,527.14,996.42,11.6,11.2,16279.4,0.401503616,0.806458868,0,4,135.9
2016/1/18,247300,唐人街探案,684.18,1178.22,7.05,5.6,16279.4,0.401503616,0.806458868,0,19,118.2
2016/1/18,334747,通灵神探,140.98,363.75,5.23,5.3,16279.4,0.401503616,0.806458868,0,5,49.4
2016/1/18,246211,老炮儿,315.94,515.06,3.58,2.7,16279.4,0.401503616,0.806458868,0,26,89
2016/1/18,78701,寻龙诀,155.51,274.45,2.01,1.7,16279.4,0.401503616,0.806458868,0,32,34.2
2016/1/18,343761,神探夏洛克,75.53,170.28,1.02,0.8,16279.4,0.401503616,0.806458868,0,15,29.7
2016/1/18,337118,恋爱教父之三个“坏”家伙,6.95,11.45,0.64,0.8,16279.4,0.401503616,0.806458868,0,4,4.2
2016/1/18,246581,恶棍天使,5.41,6.69,0.17,0.2,16279.4,0.401503616,0.806458868,0,26,1.4
2016/1/19,78536,星球大战：原力觉醒,1688.9,1622.26,19.74,19.5,6766.9,0.927358982,0.401503616,0,11,561
2016/1/19,247401,最后的巫师猎人,1181.91,1179.54,16.7,16.1,6766.9,0.927358982,0.401503616,0,5,202.4
2016/1/19,342871,极限挑战之皇家宝藏,815.68,907.12,16.45,17.1,6766.9,0.927358982,0.401503616,0,5,215.3
2016/1/19,341750,熊出没之熊心归来,1046.06,979.02,14.34,14.1,6766.9,0.927358982,0.401503616,0,4,260.6
2016/1/19,248835,消失爱人,414.11,527.14,11.08,11.3,6766.9,0.927358982,0.401503616,0,5,95.2
2016/1/19,247300,唐人街探案,735.49,684.18,7.74,7.1,6766.9,0.927358982,0.401503616,0,20,123
2016/1/19,334747,通灵神探,124.43,140.98,4.76,5.2,6766.9,0.927358982,0.401503616,0,6,41
2016/1/19,246211,老炮儿,304.87,315.94,3.9,3.6,6766.9,0.927358982,0.401503616,0,27,71.1
2016/1/19,78701,寻龙诀,157.94,155.51,2.13,2.1,6766.9,0.927358982,0.401503616,0,33,36.4
2016/1/19,343761,神探夏洛克,76.54,75.53,1.07,1,6766.9,0.927358982,0.401503616,0,16,29.4
2016/1/19,337118,恋爱教父之三个“坏”家伙,8.1,6.95,0.56,0.7,6766.9,0.927358982,0.401503616,0,5,1.7
2016/1/19,247899,小门神,9.96,5.64,0.11,0.1,6766.9,0.927358982,0.401503616,0,19,13.6
2016/1/20,78536,星球大战：原力觉醒,1629.23,1688.9,19.73,19.5,6734.8,0.923046526,0.927358982,0,12,522.1
2016/1/20,247401,最后的巫师猎人,1124.08,1181.91,17.28,16.6,6734.8,0.923046526,0.927358982,0,6,207.6
2016/1/20,342871,极限挑战之皇家宝藏,744.26,815.68,15.82,16.2,6734.8,0.923046526,0.927358982,0,6,208.6
2016/1/20,341750,熊出没之熊心归来,1009.06,1046.06,14.68,14.3,6734.8,0.923046526,0.927358982,0,5,257.4
2016/1/20,248835,消失爱人,366.7,414.11,10.55,10.8,6734.8,0.923046526,0.927358982,0,6,93.6
2016/1/20,247300,唐人街探案,733.93,735.49,8.13,7.8,6734.8,0.923046526,0.927358982,0,21,127.1
2016/1/20,334747,通灵神探,113.77,124.43,4.34,4.7,6734.8,0.923046526,0.927358982,0,7,39.3
2016/1/20,246211,老炮儿,290.6,304.87,4.12,3.9,6734.8,0.923046526,0.927358982,0,28,66.4
2016/1/20,78701,寻龙诀,150.2,157.94,2.17,2.2,6734.8,0.923046526,0.927358982,0,34,34.6
2016/1/20,343761,神探夏洛克,77.3,76.54,1.1,1.1,6734.8,0.923046526,0.927358982,0,17,32.6
2016/1/20,246581,恶棍天使,6.41,6.56,0.2,0.3,6734.8,0.923046526,0.927358982,0,28,1.6
2016/1/20,247899,小门神,5.93,9.96,0.12,0.2,6734.8,0.923046526,0.927358982,0,20,2.4
2016/1/21,78536,星球大战：原力觉醒,1587.24,1629.23,19.59,19.5,6413.7,0.923046526,0.923046526,0,13,495.4
2016/1/21,247401,最后的巫师猎人,1072.21,1124.08,17.21,17.1,6413.7,0.923046526,0.923046526,0,7,198.3
2016/1/21,341750,熊出没之熊心归来,991,1009.06,15.33,14.6,6413.7,0.923046526,0.923046526,0,6,232.5
2016/1/21,342871,极限挑战之皇家宝藏,690.37,744.26,15.19,15.6,6413.7,0.923046526,0.923046526,0,7,166.3
2016/1/21,248835,消失爱人,347.36,366.7,9.95,10.3,6413.7,0.923046526,0.923046526,0,7,85.5
2016/1/21,247300,唐人街探案,749.92,733.93,8.47,8.2,6413.7,0.923046526,0.923046526,0,22,125.8
2016/1/21,246211,老炮儿,290.92,290.6,4.22,4.1,6413.7,0.923046526,0.923046526,0,29,56.7
2016/1/21,334747,通灵神探,103.76,113.77,4.08,4.3,6413.7,0.923046526,0.923046526,0,8,31.4
2016/1/21,78701,寻龙诀,157.42,150.2,2.31,2.2,6413.7,0.923046526,0.923046526,0,35,33.3
2016/1/21,343761,神探夏洛克,73.07,77.3,1.14,1.1,6413.7,0.923046526,0.923046526,0,18,26.1
2016/1/21,344005,荒村怨灵,9.89,9.62,0.63,0.7,6413.7,0.923046526,0.923046526,0,15,2.4
2016/1/21,337118,恋爱教父之三个“坏”家伙,7.76,8.07,0.46,0.6,6413.7,0.923046526,0.923046526,0,7,1.9
2016/1/21,246581,恶棍天使,6.94,6.41,0.2,0.3,6413.7,0.923046526,0.923046526,0,29,1.7
2016/1/22,78536,星球大战：原力觉醒,1435.17,1587.24,13.02,19.4,6197.2,1.036367895,0.923046526,0,14,369.9
2016/1/22,341750,熊出没之熊心归来,964.4,991,12.95,15.2,6197.2,1.036367895,0.923046526,0,7,243.3
2016/1/22,247401,最后的巫师猎人,812.64,1072.21,10.41,17.1,6197.2,1.036367895,0.923046526,0,8,139.3
2016/1/22,342871,极限挑战之皇家宝藏,318.96,690.37,5.64,15.1,6197.2,1.036367895,0.923046526,0,8,77.2
2016/1/22,247300,唐人街探案,574.39,749.92,4.8,8.4,6197.2,1.036367895,0.923046526,0,23,93.4
2016/1/22,248835,消失爱人,113.06,347.36,2.61,9.7,6197.2,1.036367895,0.923046526,0,8,30.9
2016/1/22,246211,老炮儿,192.36,290.92,2.06,4.2,6197.2,1.036367895,0.923046526,0,30,39.6
2016/1/22,78701,寻龙诀,101.83,157.42,1.14,2.3,6197.2,1.036367895,0.923046526,0,36,15.4
2016/1/22,334747,通灵神探,20.88,103.76,0.63,4.1,6197.2,1.036367895,0.923046526,0,9,5.8
2016/1/22,343761,神探夏洛克,55.43,73.07,0.47,1.1,6197.2,1.036367895,0.923046526,0,19,19.1
2016/1/23,246047,云中行走,1587.73,1305.14,16.4,20.8,7360.2,1.410258422,1.036367895,0,2,414.8
2016/1/23,249795,真相禁区,771.66,1109.94,13.3,16,7360.2,1.410258422,1.036367895,0,2,261.6
2016/1/23,78536,星球大战：原力觉醒,1941.06,1435.17,11.5,12.8,7360.2,1.410258422,1.036367895,0,15,435.8
2016/1/23,341750,熊出没之熊心归来,1721.89,964.4,11.1,12.9,7360.2,1.410258422,1.036367895,1,8,474
2016/1/23,247401,最后的巫师猎人,1019.34,812.64,8.6,10.2,7360.2,1.410258422,1.036367895,0,9,163.9
2016/1/23,247300,唐人街探案,762.1,574.39,4.4,4.8,7360.2,1.410258422,1.036367895,0,24,117.8
2016/1/23,342871,极限挑战之皇家宝藏,282.17,318.96,3.9,5.7,7360.2,1.410258422,1.036367895,0,9,62.4
2016/1/23,344191,恶灵之门,55.8,86.2,1.9,3,7360.2,1.410258422,1.036367895,0,2,71.8
2016/1/23,246211,老炮儿,266.12,192.36,1.8,2.1,7360.2,1.410258422,1.036367895,0,31,53.7
2016/1/23,248835,消失爱人,98.88,113.06,1.7,2.6,7360.2,1.410258422,1.036367895,0,9,19
2016/1/23,344409,一家老小向前冲,52.27,69.94,1.4,2.9,7360.2,1.410258422,1.036367895,0,2,58
